input,sector,region,value
Machinery and Equipment N.E.C. (Section CK),Construction (Section F),NEU,5484.716328
Machinery and Equipment N.E.C. (Section CK),"Wholesale, Retail and Repairs (Section G)",NEU,98391.73305
Machinery and Equipment N.E.C. (Section CK),Transportation and Storage (Section H),NEU,45691.81675
Machinery and Equipment N.E.C. (Section CK),Accommodation and Food Services (Section I),NEU,11283.66235
Machinery and Equipment N.E.C. (Section CK),Information and Communication (Section J),NEU,12376.84559
Machinery and Equipment N.E.C. (Section CK),Financial and Insurance (Section K),NEU,26392.30747
Machinery and Equipment N.E.C. (Section CK),Real Estate Activities (Section L),NEU,2039.331953
Machinery and Equipment N.E.C. (Section CK),"Professional, Scientific & Technical (Section M)",NEU,45000.62872
Machinery and Equipment N.E.C. (Section CK),Administrative and Support Services (Section N),NEU,9054.504037
Machinery and Equipment N.E.C. (Section CK),Public administration and defence; compulsory social security (Section O),NEU,3420.403427
Machinery and Equipment N.E.C. (Section CK),Education (Section P),NEU,1274.26068
Machinery and Equipment N.E.C. (Section CK),Other Services (Section (Q-U),NEU,10765.78993
Transport Equipment (Section CL),"Agriculture, Forestry and Fishing (Section A)",NEU,249.3129148
Transport Equipment (Section CL),Mining & Quarrying (Section B),NEU,7929.500518
Transport Equipment (Section CL),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,5044.323989
Transport Equipment (Section CL),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,25084.29134
Transport Equipment (Section CL),"Wood and Paper Products, and Printing (Section CC)",NEU,15208.55797
Transport Equipment (Section CL),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,42388.60099
Transport Equipment (Section CL),Basic Pharmaceuticals and Their Products (Section CF),NEU,3161.212176
Transport Equipment (Section CL),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,108284.7193
Transport Equipment (Section CL),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,302578.4006
Transport Equipment (Section CL),"Computer, Electronic and Optical Products (Section CI)",NEU,77573.50533
Transport Equipment (Section CL),Electrical Equipment (Section CJ),NEU,70982.29229
Transport Equipment (Section CL),Machinery and Equipment N.E.C. (Section CK),NEU,118183.1444
Transport Equipment (Section CL),Transport Equipment (Section CL),NEU,916284.1087
Transport Equipment (Section CL),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,14109.60215
Transport Equipment (Section CL),"Utilities (Section D,E)",NEU,31393.73242
Transport Equipment (Section CL),Construction (Section F),NEU,5664.075886
Transport Equipment (Section CL),"Wholesale, Retail and Repairs (Section G)",NEU,194809.9709
Transport Equipment (Section CL),Transportation and Storage (Section H),NEU,73982.84795
Transport Equipment (Section CL),Accommodation and Food Services (Section I),NEU,8675.047509
Transport Equipment (Section CL),Information and Communication (Section J),NEU,14515.70419
Transport Equipment (Section CL),Financial and Insurance (Section K),NEU,34564.27231
Transport Equipment (Section CL),Real Estate Activities (Section L),NEU,2220.262125
Transport Equipment (Section CL),"Professional, Scientific & Technical (Section M)",NEU,93552.92539
Transport Equipment (Section CL),Administrative and Support Services (Section N),NEU,19884.72226
Transport Equipment (Section CL),Public administration and defence; compulsory social security (Section O),NEU,6935.554397
Transport Equipment (Section CL),Education (Section P),NEU,1456.934914
Transport Equipment (Section CL),Other Services (Section (Q-U),NEU,13619.91897
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Agriculture, Forestry and Fishing (Section A)",NEU,5953.972014
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Mining & Quarrying (Section B),NEU,7092.198602
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Food Products, Beverages and Tobacco Products (Section CA)",NEU,2645.387762
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Textiles, Wearing Apparel and Leather (Section CB)",NEU,19127.83004
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Wood and Paper Products, and Printing (Section CC)",NEU,49240.84448
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,23371.08094
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Basic Pharmaceuticals and Their Products (Section CF),NEU,2059.801983
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,21678.79295
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,48285.61284
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Computer, Electronic and Optical Products (Section CI)",NEU,10574.66152
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Electrical Equipment (Section CJ),NEU,5669.848754
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Machinery and Equipment N.E.C. (Section CK),NEU,9530.722871
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Transport Equipment (Section CL),NEU,5597.646413
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,41001.74634
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Utilities (Section D,E)",NEU,7822.397226
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Construction (Section F),NEU,2540.262147
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Wholesale, Retail and Repairs (Section G)",NEU,42623.38362
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Transportation and Storage (Section H),NEU,24582.57014
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Accommodation and Food Services (Section I),NEU,2701.719078
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Information and Communication (Section J),NEU,7428.853537
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Financial and Insurance (Section K),NEU,13980.34577
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Real Estate Activities (Section L),NEU,3338.468104
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Professional, Scientific & Technical (Section M)",NEU,19948.31708
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Administrative and Support Services (Section N),NEU,6256.302292
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Public administration and defence; compulsory social security (Section O),NEU,1767.788261
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Education (Section P),NEU,428.9042674
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Other Services (Section (Q-U),NEU,2939.488164
"Utilities (Section D,E)","Agriculture, Forestry and Fishing (Section A)",NEU,697.941196
"Utilities (Section D,E)",Mining & Quarrying (Section B),NEU,514177.5816
"Utilities (Section D,E)","Food Products, Beverages and Tobacco Products (Section CA)",NEU,6098.559396
"Utilities (Section D,E)","Textiles, Wearing Apparel and Leather (Section CB)",NEU,3807.126216
"Utilities (Section D,E)","Wood and Paper Products, and Printing (Section CC)",NEU,4941.100174
"Utilities (Section D,E)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,117043.2825
"Utilities (Section D,E)",Basic Pharmaceuticals and Their Products (Section CF),NEU,1802.369032
"Utilities (Section D,E)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,9636.740269
"Utilities (Section D,E)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,20504.66545
"Utilities (Section D,E)","Computer, Electronic and Optical Products (Section CI)",NEU,34917.07321
"Utilities (Section D,E)",Electrical Equipment (Section CJ),NEU,66299.0631
"Utilities (Section D,E)",Machinery and Equipment N.E.C. (Section CK),NEU,20920.20897
"Utilities (Section D,E)",Transport Equipment (Section CL),NEU,8262.196769
"Utilities (Section D,E)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,5168.819924
"Utilities (Section D,E)","Utilities (Section D,E)",NEU,863752.1513
"Utilities (Section D,E)",Construction (Section F),NEU,38112.58315
"Utilities (Section D,E)","Wholesale, Retail and Repairs (Section G)",NEU,80100.14427
"Utilities (Section D,E)",Transportation and Storage (Section H),NEU,62224.01344
"Utilities (Section D,E)",Accommodation and Food Services (Section I),NEU,9847.68436
"Utilities (Section D,E)",Information and Communication (Section J),NEU,17332.90469
"Utilities (Section D,E)",Financial and Insurance (Section K),NEU,85310.18937
"Utilities (Section D,E)",Real Estate Activities (Section L),NEU,5677.721903
"Utilities (Section D,E)","Professional, Scientific & Technical (Section M)",NEU,36036.1502
"Utilities (Section D,E)",Administrative and Support Services (Section N),NEU,15821.50431
"Utilities (Section D,E)",Public administration and defence; compulsory social security (Section O),NEU,8669.24201
"Utilities (Section D,E)",Education (Section P),NEU,2027.8798
"Utilities (Section D,E)",Other Services (Section (Q-U),NEU,14271.25134
Construction (Section F),"Agriculture, Forestry and Fishing (Section A)",NEU,40198.38962
Construction (Section F),Mining & Quarrying (Section B),NEU,114833.2926
Construction (Section F),"Food Products, Beverages and Tobacco Products (Section CA)",NEU,11751.257
Construction (Section F),"Textiles, Wearing Apparel and Leather (Section CB)",NEU,23464.04902
Construction (Section F),"Wood and Paper Products, and Printing (Section CC)",NEU,176633.0237
Construction (Section F),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",NEU,215790.822
Construction (Section F),Basic Pharmaceuticals and Their Products (Section CF),NEU,5153.96916
Construction (Section F),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",NEU,725702.8155
Construction (Section F),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",NEU,741261.1162
Construction (Section F),"Computer, Electronic and Optical Products (Section CI)",NEU,35282.07809
Construction (Section F),Electrical Equipment (Section CJ),NEU,171307.7625
Construction (Section F),Machinery and Equipment N.E.C. (Section CK),NEU,77241.33072
Construction (Section F),Transport Equipment (Section CL),NEU,31231.75122
Construction (Section F),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",NEU,24833.28639
Construction (Section F),"Utilities (Section D,E)",NEU,87695.69666
Construction (Section F),Construction (Section F),NEU,387600.3266
Construction (Section F),"Wholesale, Retail and Repairs (Section G)",NEU,347464.9166
Construction (Section F),Transportation and Storage (Section H),NEU,179061.6144
Construction (Section F),Accommodation and Food Services (Section I),NEU,30284.60647
Construction (Section F),Information and Communication (Section J),NEU,68414.23357
Construction (Section F),Financial and Insurance (Section K),NEU,123431.09
Construction (Section F),Real Estate Activities (Section L),NEU,11051.55969
Construction (Section F),"Professional, Scientific & Technical (Section M)",NEU,209566.2372
Construction (Section F),Administrative and Support Services (Section N),NEU,45829.77021
Construction (Section F),Public administration and defence; compulsory social security (Section O),NEU,10935.41726
Construction (Section F),Education (Section P),NEU,4744.107208
Construction (Section F),Other Services (Section (Q-U),NEU,36104.79395
